/*
// 注釋/例句
繁簡轉換前誤	正
// 記著讓牠們不要吃辛辣，不要吃蔥薑蒜…… (n:姜蒜)
姜蒜	薑蒜
// 倒是葱姜蒜等调料挺多的 (~薑<COO>n:葱 ~薑<parent.relate:eCOO>n:调料 n:葱姜)
葱姜	蔥薑
// 梨姜酒 (n:梨姜+n:酒)
梨姜	梨薑
// 《玩家超正义》	不过我不知道您能不能接受姜的味道， (~薑<ATT>n:味道 ~薑<parent.relate:FEAT>n:味道 c:不过+r:我+d:不+v:知道+r:您+v:能+d:不+v:能+v:接受+n:姜+u:的+n:味道+wp:，)
姜的味道	薑的味道


马斯垂克	馬斯垂克
// 《重編國語辭典修訂本》
克制	克制

// 解析錯誤 @ 《一品修仙》	跟完克它的雷劫一比，顶多算是口味差了点而已。 (p:跟+v:完克+r:它+u:的+n:雷劫+d:一+v:比) (p:跟+v:完+v:克+r:它+u:的+n:雷劫+d:一+v:比)	要么被完克， (c:要么+p:被+v:完克) (c:要么+p:被+v:完+v:克) (c:要么+p:被+v:完+n:克)	哪想到，却引来了克星， (v:引来+u:了+v:克+n:星) (d:却+v:引+v:来+u:了+n:克+n:星)
完克	完剋
// 《我在幕后调教大佬》	这专克一切坏气运的宝物， (~剋<ATT>n:宝物 ~剋<←ATT>r:一切 r:这+d:专+v:克+r:一切+a:坏+n:气运+u:的+n:宝物)	专克自己这方的龙族助力， (d:专+v:克+r:自己)	专克仙人。 (d:专+v:克+n:仙人)
专克	專剋
// 《宋朝游历指南》	有克择官报时辰， (~剋<ADV>v:择 v:有+v:克+v:择+n:官+v:报+n:时辰+wp:，)
// 《宋朝游历指南》	又有阴阳克择官拿着花斗， (~陰陽剋擇<DBL>v:有 d:又+v:有+n:阴阳克择+n:官+v:拿+u:着+n:花斗+wp:，)
克择	剋擇
// 解析錯誤 @ 《一品修仙》	水能克火不错， (~剋<←SBV>n:水 ~剋<←ADV>v:能 ~剋<←VOB>n:火 n:水+v:能+v:克+n:火+a:不错)
克火	剋火
// 《大奉打更人》	土克水！ (~剋<role.type:A0>土 ~剋<role.type:A1>水 n:土+v:克+n:水+wp:！)
土克水	土剋水
// 《开局奖励一亿条命》	火克木啊， (~剋<role.type:A0>火 ~剋<role.type:A1>木 n:火+v:克+n:木+u:啊+wp:，)
火克木	火剋木
// 《从红月开始》	以下克上 (~以下剋上 p:以下克上)
下克上	下剋上
// 《顶级气运，悄悄修炼千年》	我们都是雷修，定然能天克它！ (~剋<COO>v:是 ~剋<role.type:A0>我们 ~剋<role.type:ARGM-ADV>定然 ~剋<role.type:A0>天 ~剋<role.type:A1>它 r:我们+d:都+v:是+nh:雷修+wp:，+d:定然+v:能+n:天+v:克+r:它+wp:！)
天克它	天剋它
// 《顶级气运，悄悄修炼千年》	简直天克他，让他毫无反击之力。 (~剋<role.type:ARGM-ADV>简直 ~剋<role.type:A0>天 ~剋<role.type:A1>他 d:简直+n:天+v:克+r:他+wp:，+v:让+r:他+v:毫无+v:反击+u:之+n:力+wp:。)
天克他	天剋他
// 《玩家超正义》	这是天克你的职业啊…… (~天剋<ATT>n:职业 r:这+v:是+nh:天克+r:你+u:的+n:职业+u:啊+wp:……)
天克你的	天剋你的
// 《顶级气运，悄悄修炼千年》	天克地冲就是天干五行被克，地支五行被冲。 (~剋<VOB>v:就是 n:天+v:克+n:地+v:冲+v:就是+n:天干+n:五行+p:被+v:克+wp:，+n:地支+n:五行+p:被+v:冲+wp:。)
五行被克	五行被剋
// 《顶级气运，悄悄修炼千年》	天克地冲就是天干五行被克，地支五行被冲。 (~沖<COO>v:克 n:天+v:克+n:地+v:冲+v:就是+n:天干+n:五行+p:被+v:克+wp:，+n:地支+n:五行+p:被+v:冲+wp:。)
五行被冲	五行被沖
// 《苍青之剑》	恰好被对方所克制了。 (~剋制<role.type:ARGM-ADV>恰好 ~剋制<role.type:A0>对方 d:恰好+p:被+n:对方+u:所+v:克制+u:了+wp:。)
所克制	所剋制
// 《从红月开始》	与这支地狱军团是相互克制的。 (~剋制<VOB>v:是 ~剋制<role.type:A0>与这支地狱军团 ~剋制<role.type:ARGM-ADV>相互 p:与+r:这+q:支+n:地狱+n:军团+v:是+d:相互+v:克制+u:的+wp:。)
相互克制	相互剋制
// 《从红月开始》	如果在不考虑能力克制因素的前提下，该怎么击败一位终极…… (~剋制<ATT>n:因素 c:如果+p:在+d:不+v:考虑+n:能力+v:克制+n:因素+u:的+n:前提+nd:下+wp:，+v:该+r:怎么+v:击败+m:一+q:位+n:终极+wp:……)
能力克制	能力剋制
// 《从红月开始》	你是怎么把我们的每一步都克制的死死的？ (~剋制<VOB>v:是 ~剋制<role.type:A0>你 ~剋制<role.type:ARGM-ADV>怎么 ~剋制<role.type:ARGM-ADV>都 ~剋制<role.type:ARGM-EXT>死死 r:你+v:是+r:怎么+p:把+r:我们+u:的+r:每+m:一+q:步+d:都+v:克制+u:的+z:死死+u:的+wp:？)
克制的死死的	剋制的死死的


// 《平平无奇大师兄》	大道青莲所托住的诸天世界， (n:大道+n:青莲+u:所+v:托+v:住+u:的+n:诸天+n:世界)
所托住	所托住
// 《烂柯棋缘》	站起来托了托自己汹涌的波涛， (v:站+v:起来+v:托+u:了+v:托+r:自己+a:汹涌+u:的+n:波涛+wp:，)
托了托	托了托
// 《我师兄实在太稳健了》	一股仙力托了下小师叔， (~托<role.type:A0>一股仙力 ~托<role.type:A1>小师叔 m:一+q:股+n:仙力+v:托+u:了+nd:下+a:小+n:师叔+wp:，)
托了下	托了下
// 《大奉打更人》	手往许新年背后托了一下。 (~托<role.type:A2>手 ~托<role.type:ARGM-DIR>往许新年背后 ~托<role.type:ARGM-ADV>一下 n:手+p:往+nh:许+nt:新年+nd:背后+v:托+u:了+m:一下+wp:。)
托了一下	托了一下
// 《我师兄实在太稳健了》	用仙光将自己托了起来， (~托<role.type:ARGM-MNR>用仙光 p:用+n:仙光+p:将+r:自己+v:托+u:了+v:起来+wp:，)
托了起来	托了起來
// 《我不可能是剑神》	大袖一摆，便有一阵清风将那人托了出来。 (~托<VOB>v:有 ~托<role.type:A0>一阵清风 ~托<role.type:A1>那人 a:大+n:袖+d:一+v:摆+wp:，+d:便+v:有+m:一阵+n:清风+p:将+r:那+n:人+v:托+u:了+v:出来+wp:。)
托了出来	托了出來
// 《神国之上》	光泽之间却相互承托交接， (~承托<role.type:A0>光泽之间 ~承托<role.type:ARGM-DIS>却 ~承托<role.type:ARGM-ADV>相互 n:光泽+nd:之间+d:却+d:相互+v:承托+v:交接+wp:，)
承托交接	承托交接

// 《我师兄实在太稳健了》	托他打造的那套阁楼综合防护阵法， (~託<ADV>v:打造 ~託<role.type:A1>他 ~託<role.type:A2>打造 v:托+r:他+v:打造+u:的+r:那+q:套+n:阁楼+v:综合+v:防护+n:阵法+wp:，)
托他	託他
// 《顶级气运，悄悄修炼千年》	无奈之下，韩绝只能托关系。 (~託關係<role.type:ARGM-ADV>无奈之下 ~託關係<role.type:A0>韩 ~託關係<role.type:ARGM-ADV>绝 ~託關係<role.type:ARGM-ADV>只能 d:无奈+nd:之下+wp:，+j:韩+d:绝+v:只能+v:托关系+wp:。)
托关系	託關係
// 《我的一天有48小时》	这样一来它们会进入托管模式， (~託管<ATT>n:模式 i:这样一来+r:它们+v:会+v:进入+v:托管+n:模式+wp:，)
入托管	入託管
// 《烂柯棋缘》	而托梦实则是将人的意识代入托梦者的环境而已。 (~託夢者<ATT>n:环境 c:而+v:托梦+a:实+d:则+v:是+p:将+n:人+u:的+n:意识+v:代入+n:托梦者+u:的+n:环境+u:而已+wp:。)
入托梦	入託夢
// 《剑仙三千万》	可剑仙一道将精气神全部寄托于飞剑中， (~於<CMP>v:寄托 c:可+n:剑仙+d:一道+p:将+n:精气神+m:全部+v:寄托+p:于+n:飞剑+nd:中+wp:，)
寄托于	寄託於


// 根據台灣的教育部國語辭典 (民國八十七年四月版) ，古時凡與悲傷有關者，用「嘆」字；與喜悅有關者，用「歎」字。現則兩字互通。
//《我师兄实在太稳健了》	她心底暗叹了声， (r:她+nl:心底+a:暗+v:叹+u:了+q:声)	李长寿心底暗叹…… (nh:李长寿+n:心底+a:暗+v:叹)
暗叹	暗嘆
// 《平平无奇大师兄》	让陆长生不得不赞叹一声， (v:让+nh:陆长生+d:不得不+v:赞叹+m:一+q:声)
不赞叹	不讚歎
// 《我师兄实在太稳健了》	或是传声，或是在心底各自赞叹。 (~讚歎<COO>v:传声 ~讚歎<role.type:ARGM-DIS>或是 ~讚歎<role.type:ARGM-LOC>在心底 ~讚歎<role.type:ARGM-ADV>各自 c:或是+v:传声+wp:，+c:或是+p:在+n:心底+r:各自+v:赞叹+wp:。)
自赞叹	自讚歎
// 《随波逐流之一代军师》	赵胜一一赞叹了几句， (~讚歎<role.type:A0>赵胜 ~讚歎<role.type:ARGM-ADV>一一 ~讚歎<role.type:ARGM-FRQ>几句 nh:赵胜+d:一一+v:赞叹+u:了+m:几+q:句)
一赞叹	一讚歎


// 《爾雅·釋天》「穀不熟為饑 蔬不熟為饉 果不熟為荒 仍饑為薦」兩年饑年就稱為「薦」。
// 《說文解字．食部》：「飢，餓也。」
// (i:一年之饥)
一年之饥	一年之饑
// 解析錯誤 @ 好讀《潛規則》	结果开封大饥， (~大饑<COO>ns:开封 ~大饑<←ATT>ns:开封 d:结果+ns:开封+a:大饥)
大饥	大饑


// 《神国之上》	新建好的八十一城外烟花绚烂， (~煙花<SBV>a:绚烂 v:新建+a:好+u:的+m:八十一+nl:城外+n:烟花+a:绚烂+wp:，)
外烟花	外煙花
// 《我在幕后调教大佬》	手中已有了两根烟花， (~煙花<VOB>v:有 nl:手中+d:已+v:有+u:了+m:两+q:根+n:烟花+wp:，)
根烟花	根煙花
// 《随波逐流之一代军师》	种种离愁别绪，化作天外烟云。 (v:化作+n:天+nd:外+n:烟云)
外烟云	外煙雲
// 《我师兄实在太稳健了》	没有半点烟雾不说， (v:没有+m:半点+n:烟雾+d:不+v:说)
点烟雾	點煙霧
// 《中国历史那些事儿系列套装》	他派人到处插旗点烟火。 (~煙火<VOB>v:点 r:他+v:派+n:人+d:到处+v:插+n:旗+v:点+n:烟火+wp:。)
// 《我师兄实在太稳健了》	不染半点烟火气息。 (~煙火<ATT>n:气息 d:不+v:染+m:半点+n:烟火+n:气息+wp:。)
点烟火	點煙火
// 《随波逐流之一代军师》	为我陆家留一脉香烟， (v:留+m:一+n:脉香烟)
//	(n:侯爷+d:曾+v:承诺+j:德亲王保全南楚+m:一+q:脉香烟)
脉香烟	脈香煙
// 《随波逐流之一代军师》	我望着袅袅香烟， (~香煙<VOB>v:望 r:我+v:望+u:着+z:袅袅+n:香烟+wp:，)
袅袅香烟	裊裊香煙


// 這個詞較常用在抽菸
烟枪	菸槍
// 《我的一天有48小时》	不过烟汁对于口腔粘膜的刺激更胜香烟， (n:烟汁)
烟汁	菸汁
// 《我的一天有48小时》	老牛仔还请张恒尝了尝他的嚼烟。 (v:请+nh:张恒+v:尝+u:了+v:尝+r:他+u:的+v:嚼烟) (~菸<parent.relate:PAT>v:嚼 v:尝+u:了+v:尝+r:他+u:的+v:嚼+n:烟)	据说口嚼烟之所以在美国流行起来， (v:据说+n:口嚼烟+c:之所以+p:在) (~菸<VOB>v:嚼 ~菸<parent.relate:PAT>v:嚼 v:据说+n:口+v:嚼+n:烟) (n:口嚼+n:烟)
嚼烟	嚼菸
// 解析錯誤 @ 《我的一天有48小时》	不过他倒是在小区外的门岗那里用一包烟打听到了一些消息。 (~包菸<ATT>n:钱 v:用+m:一+q:包烟+v:打+v:听+v:到+u:了) (~菸<←ATT>q:包 p:用+m:一+q:包+n:烟+v:打听+v:到)
包烟	包菸
// 《从红月开始》	小十九抱了净水过滤器，还有陆辛抽的烟， (~菸<VOB>v:还有 nh:小十九+v:抱+u:了+n:净水+n:过滤器+wp:，+v:还有+nh:陆辛+v:抽+u:的+n:烟+wp:，)
抽的烟	抽的菸
// 《超神机械师》	叼着根手工大烟卷， (~大菸捲<VOB>v:叼 v:叼+u:着+q:根+n:手工+n:大烟卷+wp:，)
大烟卷	大菸捲
// 《从红月开始》	指间夹着烟，但是却没有抽，只是任由烟气缓缓的上浮。 (~菸<VOB>v:夹 n:指间+v:夹+u:着+n:烟+wp:，+c:但是+d:却+d:没有+v:抽+wp:，+d:只是+v:任由+n:烟气+z:缓缓的+v:上浮+wp:。)
夹着烟	夾著菸
任由烟气	任由菸氣
// 《从红月开始》	咳了两声，才把指尖的烟拿的离自己远了些， (~菸<POB>p:把 v:咳+u:了+m:两+q:声+wp:，+d:才+p:把+n:指尖+u:的+n:烟+v:拿+u:的+v:离+r:自己+a:远+u:了+q:些+wp:，)
指尖的烟	指尖的菸
// 《从红月开始》	思索了一下，他将烟撇掉， (~菸<POB>p:将 v:思索+u:了+m:一下+wp:，+r:他+p:将+n:烟+v:撇+v:掉+wp:，)
将烟撇掉	將菸撇掉
// 《从红月开始》	将抽了两口的烟掐灭， (~菸<POB>p:将 p:将+v:抽+u:了+m:两+q:口+u:的+n:烟+v:掐+v:灭+wp:，)
// 《从红月开始》	将只抽了两口的烟丢在了地上。 (~菸<POB>p:将 p:将+d:只+v:抽+u:了+m:两+q:口+u:的+n:烟+v:丢+v:在+u:了+nl:地上+wp:。)
两口的烟	兩口的菸
// 《从红月开始》	十四号从兜里摸出了一包在酒店前台拿的烟， (~菸<VOB>v:摸 nt:十四+q:号+p:从+nl:兜里+v:摸+v:出+u:了+m:一+q:包+p:在+n:酒店+n:前台+v:拿+u:的+n:烟+wp:，)
前台拿的烟	前臺拿的菸


签	簽
木签	木籤
// 籤詩桶 籤筒
// 《烂柯棋缘》	用来配合签桶求签或者单问吉凶， (~籤桶<VOB>v:配合 v:用+v:来+v:配合+n:签桶+v:求+n:签+c:或者+d:单+v:问+n:吉凶+wp:，)
签桶	籤桶
// 解析錯誤 @ 好讀《潛規則》	与众人一起去附近的地神庙求签问神， (~籤問神<VOB>v:求 v:求+v:签问神)
签问神	籤問神
// 《我的一天有48小时》	双方又在“波瓦坦”号上签订了《日美友好通商条约》， (~簽訂<role.type:A0>双方 ~簽訂<role.type:ARGM-ADV>又 ~簽訂<role.type:ARGM-LOC>在“波瓦坦”号上 ~簽訂<role.type:A1>《日美友好通商条约》 n:双方+d:又+p:在+wp:“+nz: 波瓦坦+wp:”+n:号+nd:上+v:签订+u:了+wp:《+j:日+j:美+a:友好+v:通商+n:条约+wp:》+wp:，)
上签订	上簽訂
// 《我师兄实在太稳健了》	紫霄宫中签押封神榜， (ns:紫霄宫+nd:中+v:签押+n:封神榜+wp:，)
中签押	中簽押
// 《中国历史那些事儿系列套装》	实际上他是在申请不下签证的情况下混在西行逃荒的灾民之中蒙混过关， (~簽證<VOB>v:申请 d:实际上+r:他+v:是+p:在+v:申请+d:不+v:下+n:签证+u:的+n:情况+nd:下+v:混+p:在+nd:西+v:行+v:逃荒+u:的+n:灾民+nd:之中+i:蒙混过关+wp:，)
下签证	下簽證
// 《中国历史那些事儿系列套装》	按照宇文化及的要求签字， (~簽字<role.type:ARGM-MNR>按照宇文化及的要求 p:按照+nz:宇文化及+u:的+n:要求+v:签字+wp:，)
求签字	求簽字
// 《一品修仙》	这契约可不是那么好签的， (~簽<VOB>v:是 r:这+n:契约+d:可+d:不+v:是+r:那么+d:好+v:签+u:的+wp:，) (~簽<VOB>v:是 ~簽<role.type:A1>这契约 ~簽<role.type:ARGM-ADV>可 ~簽<role.type:ARGM-ADV>不 ~簽<role.type:ARGM-ADV>那么好 r:这+n:契约+d:可+d:不+v:是+r:那么+a:好+v:签+u:的+wp:，)
那么好签的	那麼好簽的


// (i:神怪志异)
志异	志異


// (n:枝丫)
枝丫	枝枒


渊渟岳峙	淵渟岳峙
// 張居正，字叔大，號太嶽
张太岳	張太嶽


// 我在那困了就睡。 困了会打哈欠。
// 解析錯誤 @ 《亏成首富从游戏开始》	困了怎么办？ (~睏<←COO>r:怎么办 v:困+u:了+r:怎么办)
困了	睏了
// 《我不可能是剑神》	这道牢笼困了他一百年， (~困<role.type:A1>这道牢笼 ~困<role.type:A1>他 ~困<role.type:ARGM-EXT>一百年 r:这+q:道+n:牢笼+v:困+u:了+r:他+m:一百+q:年+wp:，)
困了他	困了他
// 《一品修仙》	十有八九是那地方困了不少的阴魂鬼物。 (~困<VOB>v:是 ~困<role.type:A1>那地方 ~困<role.type:A0>不少的阴魂鬼物 i:十有八九+v:是+r:那+n:地方+v:困+u:了+m:不少+u:的+n:阴魂鬼物+wp:。)
那地方困了	那地方困了
// 《我的一天有48小时》	没想到反倒是这个最简单的问题把我困了最久。 (~困<VOB>v:是 ~困<role.type:A0>这个最简单的问题 ~困<role.type:A1>我 ~困<role.type:ARGM-EXT>最久 d:没+v:想到+d:反倒+v:是+r:这个+d:最+a:简单+u:的+n:问题+p:把+r:我+v:困+u:了+d:最+a:久+wp:。)
把我困了	把我困了
// 《无敌大佬要出世》	不是已经被囚天神网囚困了吗？ (p:被+v:囚天神网+v:囚困+u:了)
囚困了	囚困了
被困了	被困了
受困了	受困了
交困了	交困了
// 《烂柯棋缘》	您看这老龟修行好困难， (~困難<CMP>v:修行 ~困難<role.type:A0>这老龟 ~困難<role.type:A0>修行 ~困難<role.type:ARGM-ADV>好 r:您+v:看+r:这+a:老+n:龟+v:修行+d:好+a:困难+wp:，)
好困难	好困難
// 《重編國語辭典修訂本》	困頓: 疲困勞累。
// 《我不可能是剑神》	自己的困顿感似乎已经消失了。 (~困頓感<SBV>v:消失 r:自己+u:的+n:困顿感+d:似乎+d:已经+v:消失+u:了+wp:。)
//困顿感	困頓感
// 《我不可能是剑神》	即使每晚只睡两个时辰也不会觉得困顿。 (~困頓<VOB>v:觉得 c:即使+r:每晚+d:只+v:睡+m:两+q:个+n:时辰+d:也+d:不+v:会+v:觉得+a:困顿+wp:。)
//觉得困顿	覺得困頓
//《三國演義》第二四回：「曹兵遠來，必然困乏」
困乏	困乏

// 解析錯誤 @ 《大奉打更人》	他就忍不住犯困打盹。 (~犯睏<COO>v:忍 r:他+d:就+v:忍+d:不+v:住+v:犯困+v:打盹)
犯困	犯睏
// 解析錯誤 @ 《亏成首富从游戏开始》	刚吃完饭，困劲有一会才会上来， (a:困劲+v:有+m:一会+d:才+v:会+v:上来)
困劲	睏勁
// 《超神机械师》	没什么事我先走了，困着呢， (~睏<COO>v:走 v:没什么+n:事+r:我+d:先+v:走+u:了+wp:，+v:困+u:着+u:呢+wp:，)
困着呢	睏著呢
// 解析錯誤 @ 《亏成首富从游戏开始》	春困秋乏夏打盹、 (i:春困秋乏+nt:夏打盹) (nt:春困+nt:秋+v:乏+nt:夏+v:打盹) (nt:春+a:困+nt:秋+v:乏+nt:夏+v:打盹)
//春困秋乏	春睏秋乏
// 解析錯誤 @ 《烂柯棋缘》	吃了顿好的饱的，就困得慌， (~睏<COO>v:吃 ~睏<role.type:ARGM-ADV>就 ~睏<role.type:ARGM-EXT>慌 v:吃+u:了+q:顿+a:好+u:的+a:饱+u:的+wp:，+d:就+v:困+u:得+a:慌+wp:，)
困得慌	睏得慌
// 《随波逐流之一代军师》	困得呵欠连天也不敢表露出来。 (v:困+u:得+i:呵欠+u:连+n:天+d:也+d:不+v:敢+v:表露+v:出来)
困得呵欠	睏得呵欠
// 《大奉打更人》	尽管困的眼皮子睁不开， (~睏<role.type:ARGM-DIS>尽管 ~睏<role.type:ARGM-ADV>眼皮子睁不开 c:尽管+v:困+u:的+n:眼皮子+v:睁+d:不+v:开+wp:，)
困的眼皮	睏的眼皮
// [general.TW.txt]	我困得不行。 (~睏<role.type:A1>我 ~睏<role.type:ARGM-EXT>不行 r:我+a:困+u:得+a:不行)
// 解析錯誤 @ 《我在幕后调教大佬》	之后应该是困得不行睡过去了。 (v:应该+v:是+v:困+u:得+a:不行)
困得不行	睏得不行
// 《烂柯棋缘》	但左无极困得要死， (~睏<role.type:ARGM-DIS>但 ~睏<role.type:A1>左无极 ~睏<role.type:ARGM-EXT>要死 c:但+nh:左无极+a:困+u:得+v:要+v:死+wp:，)
困得要死	睏得要死
// 《中国历史那些事儿系列套装》	城内的守军困得都睁不开眼， (~睏<role.type:A0>城内的守军 ~睏<role.type:ARGM-EXT>都睁不开眼 nl:城内+u:的+n:守军+v:困+u:得+d:都+v:睁+d:不+v:开+n:眼+wp:，)
困得都睁不开	睏得都睜不開
// 《从红月开始》	但因为困的厉害,所以每天都是迷迷糊糊的, (~睏<role.type:ARGM-EXT>厉害 c:但+c:因为+a:困+u:的+a:厉害+wp:,+c:所以+r:每天+d:都+v:是+z:迷迷糊糊+u:的+wp:,)
困的厉害	睏的厲害
// 《从红月开始》	似乎是困的受不了才睡着的。 (~睏<VOB>v:是 ~睏<role.type:ARGM-EXT>受不了 d:似乎+v:是+a:困+u:的+i:受不了+d:才+v:睡+v:着+u:的+wp:。)
困的受不了	睏的受不了
// [general.TW.txt]	資訊太少: 困又不敢睡。 (~睏<←COO>v:睡 a:困+d:又+d:不+v:敢+v:睡)
困又不敢睡	睏又不敢睡
// 解析錯誤 @ 《一品修仙》	虫纹越来越多时，他便越来越困， (d:越来越+a:困)	虫纹越来越多时，他便越来越困。 (~睏<role.type:ARGM-TMP>虫纹越来越多时 ~睏<role.type:A0>他 ~睏<role.type:ARGM-DIS>便 ~睏<role.type:ARGM-ADV>越来越 n:虫纹+d:越来越+a:多+n:时+wp:，+r:他+d:便+d:越来越+a:困+wp:。)
